site_num,domain,city,state,image_type,file_path,unique_per_site,reuse_from,dimensions,description,status
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/bathtub-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Bathtub drain area with plumber inspecting overflow fitting,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/copper-pipe-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Old corroded copper pipe section showing green oxidation and pinholes,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/pvc-pipe-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,PVC drain pipe joint with crack or root intrusion visible,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/pipeline-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Long buried pipeline with acoustic sensors clamped on,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/hose-bib-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Exterior hose bib (outdoor faucet) with frost damage crack,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/pressure-regulator-valve-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Pressure regulator valve on supply line with gauge reading,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/sump-pump-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Sump pump in basement pit with discharge line visible,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/pool-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Swimming pool with technician performing dye test at fitting,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/above-ground-pool-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Above-ground pool with wet ground underneath liner,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/inground-pool-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Inground pool with pressure testing equipment on plumbing,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/pool-liner-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Pool vinyl liner with dye test syringe at suspected tear,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/spa-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Spa jet fitting with technician checking gasket seal,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/hot-tub-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Hot tub cabinet open showing pump union and plumbing connections,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/sprinkler-system-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Sprinkler head in yard with water pooling around base,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/irrigation-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Irrigation drip system with wet soil indicating subsurface leak,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/yard-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Wet muddy patch in dry yard; technician probing soil,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/crawl-space-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Crawl space with moisture on vapor barrier and wet insulation,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/basement-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Basement floor with standing water near foundation wall,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/basement-water-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Basement wall with water staining and efflorescence,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/residential-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Technician with acoustic detection equipment in residential home,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/commercial-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Commercial building hallway with leak detection equipment setup,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/whole-house-repipe-service.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,New PEX tubing running through wall framing; modern repipe,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/garbage-disposal-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Under-sink cabinet with garbage disposal showing drip at flange,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/dishwasher-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Dishwasher pulled out from cabinet showing water on floor,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/washing-machine-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Washing machine supply hose connection at wall valve,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/acoustic-leak-detection.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Technician wearing headphones holding acoustic ground microphone probe,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/helium-leak-detection.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Helium detector probe being swept over ground surface,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/electronic-leak-detection.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Electronic leak detection unit with digital display and contact probe,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/ultrasonic-leak-detection.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Ultrasonic sensor being aimed at wall surface; frequency display,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/thermal-imaging-leak-detection.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Infrared thermal camera displaying temperature map of floor,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/tracer-gas-leak-detection.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Gas detector probe over ground with tracer gas equipment in background,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/sonar-leak-detection.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Sonar detection unit connected to pipe at meter vault access,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/pinpoint-leak-detection.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Technician marking floor location with chalk after acoustic confirmation,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/non-invasive-leak-detection.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Technician scanning wall with detection equipment; no damage to surface,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/trenchless-leak-detection.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Pipe camera sonde equipment; locator receiver on ground above pipe,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/shower-pan-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Shower floor with drain plugged; flood test water level visible,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Service,images/services/toilet-tank-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Toilet tank lid off; flapper and fill valve visible inside,TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/downtown-pueblo.jpg,YES — must be city-specific,,800x500,"Photo of Downtown Pueblo area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/university-park-pueblo.jpg,YES — must be city-specific,,800x500,"Photo of University Park Pueblo area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/belmont-pueblo.jpg,YES — must be city-specific,,800x500,"Photo of Belmont Pueblo area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/mesa-junction.jpg,YES — must be city-specific,,800x500,"Photo of Mesa Junction area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/bessemer.jpg,YES — must be city-specific,,800x500,"Photo of Bessemer area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/country-club.jpg,YES — must be city-specific,,800x500,"Photo of Untry Club area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/highland-park.jpg,YES — must be city-specific,,800x500,"Photo of Highland Park area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/north-side-pueblo.jpg,YES — must be city-specific,,800x500,"Photo of North Side Pueblo area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/east-side-pueblo.jpg,YES — must be city-specific,,800x500,"Photo of East Side Pueblo area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/south-side-pueblo.jpg,YES — must be city-specific,,800x500,"Photo of South Side Pueblo area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/eastwood-heights.jpg,YES — must be city-specific,,800x500,"Photo of Eastwood Heights area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/aberdeen.jpg,YES — must be city-specific,,800x500,"Photo of Aberdeen area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/lakeview-pueblo.jpg,YES — must be city-specific,,800x500,"Photo of Lakeview Pueblo area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/sunset-park.jpg,YES — must be city-specific,,800x500,"Photo of Sunset Park area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/regency-park.jpg,YES — must be city-specific,,800x500,"Photo of Regency Park area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/vineland.jpg,YES — must be city-specific,,800x500,"Photo of Vineland area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/salt-creek.jpg,YES — must be city-specific,,800x500,"Photo of Salt Creek area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/pueblo-81001.jpg,YES — must be city-specific,,800x500,"Photo of Pueblo 81001 area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/pueblo-81003.jpg,YES — must be city-specific,,800x500,"Photo of Pueblo 81003 area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/pueblo-81004.jpg,YES — must be city-specific,,800x500,"Photo of Pueblo 81004 area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/pueblo-81005.jpg,YES — must be city-specific,,800x500,"Photo of Pueblo 81005 area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/pueblo-81006.jpg,YES — must be city-specific,,800x500,"Photo of Pueblo 81006 area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/pueblo-81007.jpg,YES — must be city-specific,,800x500,"Photo of Pueblo 81007 area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/pueblo-81008.jpg,YES — must be city-specific,,800x500,"Photo of Pueblo 81008 area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/avondale-co.jpg,YES — must be city-specific,,800x500,"Photo of Avondale  area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/boone-co.jpg,YES — must be city-specific,,800x500,"Photo of Boone  area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/rye-co.jpg,YES — must be city-specific,,800x500,"Photo of Rye  area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/colorado-city-co.jpg,YES — must be city-specific,,800x500,"Photo of Lorado City  area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/beulah-co.jpg,YES — must be city-specific,,800x500,"Photo of Beulah  area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/florence-co.jpg,YES — must be city-specific,,800x500,"Photo of Florence  area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/penrose-co.jpg,YES — must be city-specific,,800x500,"Photo of Penrose  area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/canon-city-co.jpg,YES — must be city-specific,,800x500,"Photo of Canon City  area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Location,images/locations/fountain-co.jpg,YES — must be city-specific,,800x500,"Photo of Fountain  area in Pueblo, CO",TODO
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/burst-pipe-pueblo-home-tonight-4-steps-before-plumber-gets-there/ → uses images/services/pipe-leak-detection-and-repair.jpg,NO — reuses service image,images/services/pipe-leak-detection-and-repair.jpg,800x500,Reuse pipe-leak-detection-and-repair image — no new file needed,NO ACTION
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/why-pueblo-water-bill-doubled-this-month-nothing-looks-wrong/ → uses images/services/plumbing-leak-detection-and-repair.jpg,NO — reuses service image,images/services/plumbing-leak-detection-and-repair.jpg,800x500,Reuse plumbing-leak-detection-and-repair image — no new file needed,NO ACTION
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/pinhole-leaks-behind-pueblo-walls-causes-costs-repair-that-actually-lasts/ → uses images/services/pinhole-leak-detection-and-repair.jpg,NO — reuses service image,images/services/pinhole-leak-detection-and-repair.jpg,800x500,Reuse pinhole-leak-detection-and-repair image — no new file needed,NO ACTION
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/underground-main-water-line-leak-pueblo-yard-wet-patch-means/ → uses images/services/underground-leak-detection-and-repair.jpg,NO — reuses service image,images/services/underground-leak-detection-and-repair.jpg,800x500,Reuse underground-leak-detection-and-repair image — no new file needed,NO ACTION
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/pueblo-homes-over-20-years-old-why-pinhole-copper-leaks-are-almost-inevitable/ → uses images/services/copper-pipe-leak-detection-and-repair.jpg,NO — reuses service image,images/services/copper-pipe-leak-detection-and-repair.jpg,800x500,Reuse copper-pipe-leak-detection-and-repair image — no new file needed,NO ACTION
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/sewer-line-leak-pueblo-5-signs-yard-smell-actually-pipe-problem/ → uses images/services/sewer-line-leak-detection-and-repair.jpg,NO — reuses service image,images/services/sewer-line-leak-detection-and-repair.jpg,800x500,Reuse sewer-line-leak-detection-and-repair image — no new file needed,NO ACTION
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/frozen-pipe-pueblo-last-winter-check-hidden-damage-now/ → uses images/services/pipe-leak-detection-and-repair.jpg,NO — reuses service image,images/services/pipe-leak-detection-and-repair.jpg,800x500,Reuse pipe-leak-detection-and-repair image — no new file needed,NO ACTION
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/how-vet-pueblo-plumber-leak-detection-ask-before-cut-drywall/ → uses images/services/acoustic-leak-detection.jpg,NO — reuses service image,images/services/acoustic-leak-detection.jpg,800x500,Reuse acoustic-leak-detection image — no new file needed,NO ACTION
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/pueblo-toilet-keeps-running-flapper-fill-valve-something-worse/ → uses images/services/toilet-tank-leak-detection-and-repair.jpg,NO — reuses service image,images/services/toilet-tank-leak-detection-and-repair.jpg,800x500,Reuse toilet-tank-leak-detection-and-repair image — no new file needed,NO ACTION
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/brown-stain-pueblo-ceiling-what-it-means-what-to-do-today/ → uses images/services/ceiling-leak-detection-and-repair.jpg,NO — reuses service image,images/services/ceiling-leak-detection-and-repair.jpg,800x500,Reuse ceiling-leak-detection-and-repair image — no new file needed,NO ACTION
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/pueblo-plumbing-leak-insurance-claims-covered-not-document/ → uses images/services/residential-leak-detection-and-repair.jpg,NO — reuses service image,images/services/residential-leak-detection-and-repair.jpg,800x500,Reuse residential-leak-detection-and-repair image — no new file needed,NO ACTION
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/pueblo-water-heater-leaking-3-failure-points-which-one-seeing/ → uses images/services/water-heater-leak-detection-and-repair.jpg,NO — reuses service image,images/services/water-heater-leak-detection-and-repair.jpg,800x500,Reuse water-heater-leak-detection-and-repair image — no new file needed,NO ACTION
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/pueblo-water-hardness-180-mg-l-what-means-copper-pipes/ → uses images/services/copper-pipe-leak-detection-and-repair.jpg,NO — reuses service image,images/services/copper-pipe-leak-detection-and-repair.jpg,800x500,Reuse copper-pipe-leak-detection-and-repair image — no new file needed,NO ACTION
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/how-much-does-slab-leak-repair-cost-pueblo-colorado/ → uses images/services/slab-leak-detection-and-repair.jpg,NO — reuses service image,images/services/slab-leak-detection-and-repair.jpg,800x500,Reuse slab-leak-detection-and-repair image — no new file needed,NO ACTION
01,puebloleakrepairpros.com,Pueblo,CO,Blog (reuse),blog/pueblo-clay-soil-foundation-plumbing-stress/ → uses images/services/foundation-leak-detection-and-repair.jpg,NO — reuses service image,images/services/foundation-leak-detection-and-repair.jpg,800x500,Reuse foundation-leak-detection-and-repair image — no new file needed,NO ACTION
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Hero,images/hero/hero-bg.jpg,YES,,1200x600,Plumber with leak detection equipment — Colorado Springs residential street or generic,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/slab-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Concrete slab floor with moisture seeping up; detection equipment nearby,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/pinhole-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Close-up of corroded copper pipe with small pinhole dripping water,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/foundation-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Basement foundation wall with water staining and moisture damage,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/pipe-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Plumber repairing burst pipe under sink or in wall cavity,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/sewer-line-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Sewer camera inspection equipment at a cleanout access point,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/water-heater-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Water heater tank with moisture at base; technician inspecting,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/plumbing-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Plumber with detection equipment in residential setting,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/underground-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Technician using acoustic correlator probes in a yard,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/water-line-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Main water service line exposed in trench; repair in progress,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/toilet-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Toilet base with water stain on floor; wax ring visible,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/faucet-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Dripping faucet with water droplets; close-up cartridge repair,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/sink-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Under-sink cabinet showing wet P-trap or drain connection,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/drain-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Drain pipe connection with visible moisture or staining,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/shower-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Shower tile grout with moisture damage; floor drain area,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/ceiling-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Brown water stain on white ceiling drywall,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/wall-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Thermal imaging camera pointed at wall showing temperature anomaly,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/bathroom-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Bathroom with technician using moisture meter on wall,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/bathtub-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Bathtub drain area with plumber inspecting overflow fitting,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/copper-pipe-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Old corroded copper pipe section showing green oxidation and pinholes,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/pvc-pipe-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,PVC drain pipe joint with crack or root intrusion visible,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/pipeline-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Long buried pipeline with acoustic sensors clamped on,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/hose-bib-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Exterior hose bib (outdoor faucet) with frost damage crack,TODO
02,coloradospringsleak repairpros.com,Colorado Springs,CO,Service,images/services/pressure-regulator-valve-leak-detection-and-repair.jpg,"YES — subject same, city context varies",Can copy Site 01 set if generic enough,800x500,Pressure regulator valve on supply line with gauge reading,TODO
